name,annotated ≥ 20,annotated_ratio,py_code_loc,pylint_convention_msg_norm,pylint_refactor_msg_norm,pylint_warning_msg_norm,pylint_error_msg_norm,cyclomatic_complexity_norm,cognitive_complexity_norm,bug_score_norm
Anrijs/Aranet4-Python,TRUE,0.129441624,812,0.10591133,0.017241379,0.030788177,0.007389163,0.150246305,0.237684729,0.007389163
opsdis/icinga2-exporter,TRUE,0.126811594,536,0.179104478,0.03358209,0.035447761,0.013059701,0.263059701,0.48880597,0.009328358
broadinstitute/pyfrost,TRUE,0.126550868,3131,0.153305653,0.021079527,0.027467263,0.01788566,0.244330885,0.416160971,0.002555094
fivetran/airflow-provider-fivetran,TRUE,0.125,564,0.086879433,0.015957447,0.067375887,0.04787234,0.138297872,0.115248227,0.028368794
rspeer/python-ftfy,TRUE,0.123931624,1087,0.080956762,0.017479301,0.022079117,0.003679853,0.201471941,0.335786569,0.132474701
hanspi42/signalflowgrapher,TRUE,0.119028119,6143,0.108416083,0.021813446,0.014976396,0.014650822,0.181832981,0.183786424,0.001139508
HallLab/pandas-genomics,TRUE,0.118524333,1911,0.076923077,0.031397174,0.028257457,0.005756149,0.307169021,0.354264783,0.005756149
EVEInsight/Insight,TRUE,0.117089911,12890,0.326842514,0.040884407,0.065942591,0.063304888,0.258960434,0.432505818,0.002560124
dothinking/pdf2docx,TRUE,0.11706998,4465,0.434042553,0.019932811,0.030907055,0.010078387,0.330795073,0.471892497,0.038073908
asahi417/kex,TRUE,0.115909091,1447,0.285418106,0.042156185,0.03317208,0.01520387,0.259156876,0.277816171,0.015894955
microsoft/PyMarlin,TRUE,0.114074074,5498,0.134412514,0.018370316,0.066387777,0.027282648,0.214077846,0.201891597,0.006002183
4n4nd/prometheus-api-client-python,TRUE,0.109207709,1084,0.078413284,0.022140221,0.011070111,0.007380074,0.177121771,0.231549815,0.019372694
9dogs/tg-odesli-bot,TRUE,0.108963093,1329,0.009781791,0.014296464,0.0248307,0.019563582,0.187358916,0.15048909,0.0082769
BeyondTheClouds/enos,TRUE,0.108280255,2277,0.10496267,0.008783487,0.06455863,0.021958718,0.166886254,0.234519104,0.060606061
eseifert/madam,TRUE,0.107081174,3510,0.137321937,0.013105413,0.094017094,0.007692308,0.272934473,0.220512821,0.023646724
sxyu/svox2,TRUE,0.106538895,6873,0.151898734,0.021824531,0.038556671,0.015422668,0.152480722,0.259711916,0.001309472
planetarypy/pvl,TRUE,0.106014712,5902,0.147746527,0.02321247,0.024737377,0.014571332,0.241782447,0.312097594,0.008471705
lopuhin/transformer-lm,TRUE,0.104093567,1427,0.14856342,0.01611773,0.011212334,0.021023125,0.160476524,0.290819902,0.009110021
apostvav/kannel_exporter,TRUE,0.103626943,481,0.062370062,0,0.006237006,0,0.166320166,0.35966736,0.027027027
COVESA/vss-tools,TRUE,0.101387407,2088,0.208812261,0.023467433,0.126915709,0.009099617,0.215038314,0.475574713,0.014846743
emmett-framework/emmett,TRUE,0.101103355,23540,0.119073917,0.018139337,0.065250637,0.013338997,0.278292268,0.299957519,0.005140187
mozilla-services/telescope,TRUE,0.101094092,3213,0.079365079,0.013383131,0.022097728,0.019296608,0.258014317,0.215686275,0.009648304
AccentuSoft/LinkScope_Client,TRUE,0.099618149,20543,0.386603709,0.05174512,0.012753736,0.008664752,0.208246118,0.654967629,0.003553522
robotpy/robotpy-wpilib,TRUE,0.098425197,942,0.162420382,0.024416136,0.048832272,0.02866242,0.158174098,0.279193206,0.148619958
captainhammy/Houdini-Toolbox,TRUE,0.098197383,20909,0.020852265,0.003204362,0.051795877,0.005691329,0.194748673,0.144722368,0.001004352
facebookresearch/LASER,TRUE,0.096774194,2810,0.177224199,0.026690391,0.047686833,0.01886121,0.184341637,0.384341637,0.003202847
tomaae/homeassistant-truenas,TRUE,0.093103448,1886,0.014846235,0.010604454,0.003181336,0.085365854,0.164899258,0.341993637,0.002651113
paretogroup/omni-reports,TRUE,0.093023256,741,0.134952767,0.045883941,0.020242915,0.010796221,0.210526316,0.140350877,0.002699055
python-microservices/pyms,TRUE,0.092829706,2527,0.20498615,0.005540166,0.021369213,0.013058963,0.221210922,0.158686189,0.009497428
karpierz/pcap-ct,TRUE,0.086746988,874,0.155606407,0.02173913,0.066361556,0.029748284,0.227688787,0.410755149,0.00228833
JDASoftwareGroup/kartothek,TRUE,0.083801223,26081,0.090947433,0.016487098,0.033932748,0.008665312,0.173497949,0.187339443,0.005597945
LordBoos/discord_game,TRUE,0.083636364,367,0.100817439,0.027247956,0.324250681,0.029972752,0.035422343,0.392370572,0.002724796
facebookresearch/mmf,TRUE,0.083030047,37061,0.082701492,0.02377162,0.029599849,0.014921346,0.209168668,0.254472356,0.009281995
joggs/home_assistant_ebeco,TRUE,0.080838323,643,0.027993779,0.00933126,0.00777605,0.029548989,0.200622084,0.158631415,0.01399689
Spijkervet/torchaudio-augmentations,TRUE,0.080645161,780,0.165384615,0.016666667,0.015384615,0.034615385,0.167948718,0.069230769,0.002564103
KyleKing/dash_charts,TRUE,0.077577578,3355,0.073919523,0.002384501,0.028912072,0.030402385,0.191654247,0.155886736,0.005663189
tensorflow/addons,TRUE,0.077355058,27097,0.080931468,0.015352253,0.01417131,0.017677234,0.109753847,0.117245452,0.00811898
ray-project/ray_lightning,TRUE,0.077192982,2050,0.10097561,0.026341463,0.118536585,0.05902439,0.147804878,0.120487805,0.008780488
north-road/slyr,TRUE,0.075924591,19739,0.113531587,0.013425199,0.001114545,0.005522063,0.241349612,0.315770809,0.000759917
mighty-justice/django-super-deduper,TRUE,0.07518797,466,0.188841202,0.075107296,0.06223176,0.025751073,0.261802575,0.169527897,0.002145923
MarcelBeining/EazeBot,TRUE,0.075123153,4154,0.262397689,0.045979779,0.042850265,0.004573905,0.314155031,0.742176216,0.048627829
derrod/legendary,TRUE,0.074405681,7734,0.144944401,0.031936902,0.081717093,0.000387898,0.294284975,0.626842514,0.005689165
jumping2000/notifier,TRUE,0.073267327,867,0.242214533,0.023068051,0.158016148,0.029988466,0.344867359,0.814302191,0.00922722
oke-aditya/pytorch_cnn_trainer,TRUE,0.070446735,1397,0.104509664,0.051539012,0.050107373,0.062992126,0.105225483,0.159627774,0.010021475
Wenzel/oswatcher,TRUE,0.069003286,1635,0.121712538,0.018348624,0.008562691,0.017737003,0.23853211,0.402446483,0.033639144
searxng/searx-space,TRUE,0.068105192,2944,0.109035326,0.015285326,0.013247283,0.008152174,0.221467391,0.463315217,0.015285326
tuya-cloudcutter/tuya-cloudcutter,TRUE,0.067567568,3738,0.212680578,0.024077047,0.06741573,0.00882825,0.200642055,0.378277154,0.006688068
jbms/finance-dl,TRUE,0.067168189,4047,0.150976032,0.01754386,0.042253521,0.037311589,0.172720534,0.358290091,0.010378058
brennerm/uptimerobot-operator,TRUE,0.065380493,1825,0.158356164,0.010410959,0.114520548,0.02630137,0.213150685,0.129315068,0.001643836
biocore/songbird,TRUE,0.065075922,621,0.154589372,0.019323671,0.048309179,0.051529791,0.149758454,0.111111111,0.069243156
aws/amazon-braket-pennylane-plugin-python,TRUE,0.06504065,2790,0.071326165,0.013620072,0.037275986,0.04874552,0.142293907,0.084587814,0.013978495
Blockstream/green_cli,TRUE,0.064995357,1934,0.114270941,0.01344364,0.05532575,0.037228542,0.187176836,0.244570838,0.002585315
hynek/pem,TRUE,0.064599483,890,0.107865169,0.002247191,0.01011236,0.016853933,0.268539326,0.041573034,0.016853933
namacha/python-magichue,TRUE,0.064516129,1169,0.185628743,0.017964072,0.029084688,0.001710864,0.20188195,0.152266895,0.027373824
microprediction/humpday,TRUE,0.063655031,2749,0.363404874,0.03492179,0.118588578,0.010185522,0.212440888,0.341942525,0.002910149
Team-uMigrate/umigrate,TRUE,0.06359447,6091,0.115908718,0.038909867,0.021999672,0.071581021,0.114759481,0.115087835,0.013462486
sqlalchemy/sqlalchemy-collectd,TRUE,0.063314711,2154,0.096100279,0.015784587,0.041318477,0.010213556,0.169452182,0.183379759,0.005571031
tenable/pyTenable,TRUE,0.062885554,25451,0.059447566,0.015952222,0.044752662,0.014341283,0.170012966,0.171545322,0.005029272
elifesciences/sciencebeam-gym,TRUE,0.062208398,18649,0.110622553,0.016622875,0.001072444,0.010992547,0.166228752,0.124939675,0.002681109
AberystwythSystemsBiology/limbus,TRUE,0.061812132,21991,0.120640262,0.048428903,0.064435451,0.020281024,0.110999955,0.313128098,0.008185167
greatscottgadgets/Facedancer,TRUE,0.060927479,6348,0.117674858,0.019848771,0.077977316,0.010712035,0.214870825,0.240548204,0.001575299
wtsnjp/MioGatto,TRUE,0.060606061,1083,0.199445983,0.035087719,0.012003693,0.007386888,0.166204986,0.297322253,0.027700831
mangaki/mangaki,TRUE,0.059955588,10188,0.180899097,0.031115037,0.038476639,0.042697291,0.160286612,0.21486062,0.012465646
Nekmo/telegram-upload,TRUE,0.059202059,1380,0.244927536,0.018115942,0.055797101,0.020289855,0.208695652,0.255797101,0.005072464
santiment/sanpy,TRUE,0.058436815,2215,0.161625282,0.018058691,0.031151242,0.002708804,0.1751693,0.279909707,0.017155756
loonghao/photoshop-python-api,TRUE,0.05826737,5710,0.405779335,0.004553415,0.005429072,0.002276708,0.238003503,0.039929947,0.003502627
zdict/zdict,TRUE,0.057943925,4182,0.092300335,0.007173601,0.030607365,0.004065041,0.154710665,0.212338594,0.024390244
oysstu/pyxtf,TRUE,0.05760709,1554,0.258043758,0.007722008,0.03989704,0.002574003,0.14028314,0.206563707,0.001287001
csingley/ofxtools,TRUE,0.056629834,25486,0.085027074,0.008514479,0.010594052,0.010162442,0.098563917,0.080004708,0.004826179
atgu/ukbb_pan_ancestry,TRUE,0.05482866,5188,0.366037008,0.021395528,0.056861989,0.192559753,0.200077101,0.353700848,0.012143408
JohnOmernik/sqlalchemy-drill,TRUE,0.054545455,984,0.18495935,0.039634146,0.12804878,0.040650407,0.216463415,0.328252033,0.052845528
LilitYolyan/CutPaste,TRUE,0.05399568,711,0.368495077,0.028129395,0.05625879,0.067510549,0.185654008,0.168776371,0.014064698
pytorch/torchdynamo,TRUE,0.053646642,25069,0.189796163,0.028720731,0.032231042,0.022737245,0.200247317,0.24895289,0.001436037
YeahImRose/Dusty-Cogs,TRUE,0.048598131,1118,0.147584973,0.008944544,0.042039356,0.032200358,0.285330948,0.497316637,0.016100179
Parrot-Developers/olympe,TRUE,0.048485574,14384,0.080297553,0.02301168,0.052906007,0.022664071,0.28455228,0.423317575,0.002363737
GimelStudio/gsnodegraph,TRUE,0.047878128,1283,0.354637568,0.034294622,0.038971161,0.014029618,0.26812159,0.303195635,0.014809041
Redon-Tech/Roblox-Purchasing-Hub,TRUE,0.04743833,1629,0.117249847,0.016574586,0.04849601,0.049109883,0.163290362,0.416820135,0.002455494
Redon-Tech/Roblox-Purchasing-Hub,TRUE,0.04743833,1629,0.117249847,0.016574586,0.04849601,0.049109883,0.163290362,0.416820135,0.002455494
daltonmaag/vttLib,TRUE,0.046065259,1201,0.112406328,0.01498751,0.017485429,0.005828476,0.273105745,0.502914238,0.010824313
paulknewton/pi-cloud-frame,TRUE,0.045454545,1300,0.131538462,0.006153846,0.021538462,0.027692308,0.219230769,0.188461538,0.013846154
AznStevy/Maybe-Useful-Cogs,TRUE,0.044559585,3864,0.210144928,0.020703934,0.04373706,0.011387164,0.227225673,0.494306418,0.009057971
Sceptre/sceptre,TRUE,0.044486692,9787,0.098191478,0.018902626,0.046081537,0.030346378,0.208337591,0.171860631,0.012261163
Tencent/PatrickStar,TRUE,0.044030483,4328,0.073475046,0.029343808,0.019177449,0.024260628,0.358133087,0.61344732,0.035351201
Tencent/PatrickStar,TRUE,0.044030483,4328,0.073475046,0.029343808,0.019177449,0.024260628,0.358133087,0.61344732,0.035351201
jcass77/django-apscheduler,TRUE,0.043103448,1837,0.139357648,0.011431682,0.030484486,0.035928144,0.14044638,0.071856287,0.015242243
dchrostowski/investopedia_simulator_api,TRUE,0.042505593,1440,0.231944444,0.041666667,0.052777778,0.020833333,0.217361111,0.279861111,0.011111111
Netherdrake/steem-python,TRUE,0.042464115,4682,0.154634771,0.02605724,0.033319094,0.006193934,0.333831696,0.439555745,0.008970525
Ulauncher/Ulauncher,TRUE,0.042074928,5646,0.216082182,0.002656748,0.016294722,0.014523557,0.293127878,0.197484945,0.029401346
Ulauncher/Ulauncher,TRUE,0.042074928,5646,0.216082182,0.002479632,0.016294722,0.014523557,0.293127878,0.197484945,0.029401346
trix-solutions/moncli,TRUE,0.04201817,8776,0.334092981,0.019257065,0.074179581,0.011394713,0.141294439,0.172971741,0.006494986
ebrahimraeyat/OSAFE,TRUE,0.041069415,9295,0.264550834,0.029047875,0.12824099,0.028617536,0.274125874,0.429693384,0.006239914
ebrahimraeyat/OSAFE,TRUE,0.041069415,9295,0.264550834,0.029047875,0.12824099,0.028617536,0.274125874,0.429693384,0.006239914
ClaudiuGeorgiu/PlaystoreDownloader,TRUE,0.041014169,12509,0.01998561,0.002558158,0.008074187,0.001758734,0.016468143,0.02062515,0.00031977
equinor/xtgeo,TRUE,0.039778797,32831,0.050683805,0.016265115,0.03533246,0.013980689,0.176784137,0.216350401,0.008010722
jpadilla/pyjwt,TRUE,0.03969129,3248,0.120381773,0.006157635,0.094519704,0.004618227,0.23429803,0.188115764,0.016933498
guyingbo/shadowproxy,TRUE,0.038968481,2982,0.1277666,0.013749162,0.041247485,0.022132797,0.230382294,0.306170355,0.010060362
GhostSelfbot/Ghost,TRUE,0.037387194,7123,0.239646216,0.024006739,0.124947354,0.033132107,0.130843746,0.64551453,0.001403903
aesara-devs/aeppl,TRUE,0.036829464,7929,0.115146929,0.014377601,0.028124606,0.025349981,0.130407365,0.190440156,0.000378358
markusschmitt/vmc_jax,TRUE,0.036267319,3215,0.563297045,0.037947123,0.110730949,0.042923795,0.171384137,0.238880249,0.01244168
OutlierVentures/ANVIL,TRUE,0.035809019,1214,0.350906096,0.037891269,0.117792422,0.018121911,0.105436573,0.196046129,0.019769357
reseval/reseval,TRUE,0.035714286,1752,0.050228311,0.029109589,0.029680365,0.008561644,0.196917808,0.296232877,0.007420091
tonybaloney/wily,TRUE,0.035552683,3697,0.056532324,0.023262104,0.038409521,0.015147417,0.192859075,0.170678929,0.028942386
hipster-philology/pyrrha,TRUE,0.035175879,8432,0.168524668,0.016603416,0.018263757,0.013282732,0.139705882,0.169829222,0.006759962
ESSS/err-stash,TRUE,0.035058431,1406,0.10455192,0.013513514,0.043385491,0.011379801,0.151493599,0.23257468,0.011379801
fgnt/pb_chime5,TRUE,0.034640523,6464,0.111850248,0.036509901,0.027846535,0.018409653,0.193997525,0.339727723,0.018719059
D-X-Y/AutoDL-Projects,TRUE,0.033192725,35641,0.176678544,0.05782666,0.05586263,0.022025196,0.142476361,0.217137566,0.001234533
tomer8007/kik-bot-api-unofficial,TRUE,0.032677559,12054,0.112825618,0.066368011,0.033847685,0.010784802,0.102870416,0.110004978,0.003318401
nod-ai/SHARK,TRUE,0.032520325,1302,0.133640553,0.029953917,0.066052227,0.040706605,0.643625192,0.448540707,0.006912442
nod-ai/SHARK,TRUE,0.032520325,1302,0.133640553,0.029953917,0.066052227,0.040706605,0.643625192,0.448540707,0.006912442
joshschmelzle/lswifi,TRUE,0.031607629,5059,0.113263491,0.02470844,0.033801146,0.008104368,0.192528168,0.406404428,0.002965013
kernehed/Home-Assistant_Config,TRUE,0.031054561,17732,0.076697496,0.017313332,0.071734717,0.028930747,0.221069253,0.564516129,5.63952E-05
plastex/plastex,TRUE,0.030628251,22198,0.386115866,0.021713668,0.120461303,0.018154789,0.24421119,0.34273358,0.0050455
DongjunLee/quantified-self,TRUE,0.029992502,6782,0.112798584,0.03052197,0.027572987,0.034650546,0.22707166,0.316425833,0.019168387
kyokenn/rogdrv,TRUE,0.029850746,1441,0.146426093,0.021512838,0.079111728,0.014573213,0.224149896,0.325468425,0.012491325
ncbi-nlp/BLUE_Benchmark,TRUE,0.02952381,1675,0.226865672,0.023283582,0.259104478,0.027462687,0.244179104,0.447164179,0
Ze-Yang/Context-Transformer,TRUE,0.028474903,3366,0.199346405,0.046048723,0.027926322,0.013071895,0.26114082,0.409090909,0.001188354
tensorflow/neural-structured-learning,TRUE,0.026622137,18520,0.09562635,0.029427646,0.599298056,0.01587473,0.139740821,0.188552916,0.00199784
airsplay/lxmert,TRUE,0.025396825,3228,0.155204461,0.053593556,0.0377943,0.021065675,0.234200743,0.372986369,0
mjol/TLScan,TRUE,0.024784483,1625,0.235076923,0.033846154,0.036923077,0.014769231,0.251692308,0.433846154,0.003692308
mjol/TLScan,TRUE,0.024784483,1625,0.235076923,0.033846154,0.036923077,0.014769231,0.251692308,0.433846154,0.003692308
HazyResearch/state-spaces,TRUE,0.024367163,14707,0.237437955,0.034745359,0.065751003,0.040796899,0.259808255,0.378391242,0.000611953
mdovgialo/steam-vr-wheel,TRUE,0.023404255,1632,0.269607843,0.023284314,0.144607843,0.015318627,0.240808824,0.371936275,0.003676471
nschloe/meshio,TRUE,0.022514409,13464,0.081179441,0.02332145,0.00868984,0.005347594,0.205659537,0.404560309,0.048796791
facebookresearch/salina,TRUE,0.021352313,2322,0.199827735,0.033591731,0.054263566,0.015073213,0.610249785,0.82213609,0.01335056
Scille/winfspy,TRUE,0.020484171,4135,0.090689238,0.01185006,0.026118501,0.00241838,0.088270859,0.112696493,0.00241838
Befzz/blender3d_import_psk_psa,TRUE,0.02023919,2267,0.580943979,0.045434495,0.053374504,0.016321129,0.179532422,0.576532863,0.001764446
bundesAPI/nina-api,TRUE,0.019501625,4823,0.072361601,0.032137674,0.054945055,0.014928468,0.202156334,0.297947336,0.00041468
exercism/python,TRUE,0.017788945,16708,0.221989466,0.012449126,0.034055542,0.020888197,0.266878142,0.176502274,0.015441705
megat69/ACPL,TRUE,0.017573696,4065,0.179827798,0.035178352,0.054612546,0.00098401,0.282410824,0.951537515,0.00098401
taichi-dev/taichi_blend,TRUE,0.017118402,1322,0.267776097,0.015885023,0.121028744,0.037065053,1.124810893,1.661875946,0.006051437
AlexImmer/Laplace,TRUE,0.016528926,3934,0.2236909,0.038383325,0.0701576,0.024148449,0.252669039,0.236146416,0.00305033
Yelp/beans,TRUE,0.016091954,2303,0.137646548,0.022145028,0.027789839,0.014329136,0.194094659,0.129396439,0.009552757
pranjaldatta/PyVision,TRUE,0.015314804,5675,0.376563877,0.061674009,0.080881057,0.038237885,0.189603524,0.302202643,0.004052863
pranjaldatta/PyVision,TRUE,0.015314804,5675,0.376563877,0.061674009,0.080881057,0.038237885,0.189603524,0.302202643,0.004052863
tin2tin/Blender_Screenwriter,TRUE,0.014641288,2048,0.234863281,0.044433594,0.060058594,0.018554688,0.294433594,0.65234375,0.006347656
moe-serifu-circle/moe-serifu-agent,TRUE,0.014455782,4571,0.143732225,0.011376067,0.068912711,0.020564428,0.1802669,0.203675345,0.014220083
pretalx/pretalx,TRUE,0.014294343,27309,0.105679446,0.020213117,0.024277711,0.048665275,0.260390348,0.205023985,0.012926142
aio-libs/yarl,TRUE,0.013120365,3601,0.214940294,0.004998611,0.025548459,0.00416551,0.375173563,0.133851708,0.016106637
texworld/tikzplotlib,TRUE,0.012861736,5005,0.223976024,0.014385614,0.013386613,0.002197802,0.153846154,0.249350649,0.069330669
mitre-attack/mitreattack-python,TRUE,0.012372635,27103,0.176622514,0.008781316,0.004353762,0.001254474,0.059366122,0.122864628,0.000959303
shijie-wu/neural-transducer,TRUE,0.012053033,4056,0.109960552,0.033530572,0.014546351,0.00739645,0.238658777,0.350838264,0.001232742
avantifellows/plio-backend,TRUE,0.009505703,6786,0.108458591,0.040524609,0.010757442,0.040229885,0.093427645,0.057618627,0.011052166
eclipse/paho.mqtt.testing,TRUE,0.00946432,8953,0.290405451,0.028258684,0.921925612,0.024572769,0.318999218,0.546520719,0.001340333
PartnershipOnAI/safelife,TRUE,0.009001637,4420,0.076696833,0.023076923,0.028280543,0.013348416,0.215837104,0.372171946,0.013800905
wangronin/MIP-EGO,TRUE,0.008476138,8161,0.359637299,0.032471511,0.106727117,0.029775763,0.230976596,0.391128538,0.003430952
rdevon/cortex,TRUE,0.007608696,6007,0.161644748,0.033460962,0.060595971,0.029632096,0.221075412,0.354086899,0.015148993
Neurita/pypes,TRUE,0.00697107,9576,0.098997494,0.016290727,0.018796992,0.026002506,0.07612782,0.122076023,0.017439432
Aceinna/python-openimu,TRUE,0.006871728,19292,0.145189716,0.034366577,0.027472527,0.005390836,0.216773792,0.3957599,0.022133527
tqsd/QuNetSim,TRUE,0.006068912,3671,0.109234541,0.031871425,0.01988559,0.010078998,0.515663307,0.824570962,0.023699265
tqsd/QuNetSim,TRUE,0.006068912,3671,0.109234541,0.031871425,0.01988559,0.010078998,0.515663307,0.824570962,0.023699265
XuezheMax/NeuroNLP2,TRUE,0.00601586,4789,0.203382752,0.06953435,0.040300689,0.011067029,0.175610775,0.386510754,0.030904155
XuezheMax/NeuroNLP2,TRUE,0.00601586,4789,0.203382752,0.06953435,0.040300689,0.011067029,0.175610775,0.386510754,0.030904155
IBM/mlapp,TRUE,0.005567529,9941,0.209636857,0.03158636,0.052409214,0.014586058,0.268685243,0.429936626,0.000905342
W4ngatang/qags,TRUE,0.004762224,26302,0.126872481,0.046498365,0.039464679,0.017185005,0.231959547,0.393734317,7.60398E-05
ragardner/tksheet,TRUE,0.003837719,10497,0.293036106,0.049633229,0.026579023,0.000285796,0.446413261,0.920834524,0.001714776
triton-inference-server/server,TRUE,0.002658161,35881,0.10958446,0.035339037,0.041721245,0.01446448,0.157883002,0.417296062,0.009754466
HuyaneMatsu/hata,TRUE,0.001132369,89800,0.477305122,0.019064588,0.024142539,0.010723831,0.24389755,0.524721604,0.002873051
